category,size_mb,installs,price,content_rating,reviews,update_days,num_screenshots,has_ads,is_free,rating
Art & Design,119.36,500000,0.0,Teen,21676,424,4,1,1,3.7
Tools,70.39,500000,0.0,Adults only 18+,12162,525,8,0,1,4.2
Dating,66.02,500,2.99,Adults only 18+,7339,147,8,0,0,3.9
Books & Reference,151.58,10000,0.0,Everyone,2149,262,1,1,1,3.8
Beauty,91.33,50000,4.99,Adults only 18+,33615,146,3,0,0,4.4
Communication,43.22,1000000,0.0,Everyone,4850,488,7,0,1,4.3
Social,41.19,50000,9.99,Teen,1280,521,3,0,0,3.6
Art & Design,171.98,5000000,0.0,Mature 17+,9965,81,2,0,1,5.0
Social,135.87,50000,4.99,Teen,6256,580,3,0,0,3.9
Libraries & Demo,109.66,5000000,0.0,Mature 17+,10714,126,6,1,1,3.9
Communication,80.79,5000000,0.0,Mature 17+,3192,562,7,1,1,4.4
Personalization,86.73,50000,0.0,Everyone,5712,582,4,1,1,4.7
Events,12.43,1000000,0.0,Mature 17+,43126,139,7,0,1,4.9
Game,91.53,5000000,0.99,Teen,33087,682,6,1,0,3.7
Lifestyle,159.3,100000,0.0,Everyone 10+,23975,602,8,0,1,4.2
Business,78.21,100,0.0,Everyone,18122,139,2,0,1,4.5
Weather,77.33,100,0.99,Mature 17+,2043,72,5,0,0,3.9
Beauty,4.13,5000,1.99,Mature 17+,7549,245,5,0,0,4.2
Health & Fitness,92.11,50000000,0.0,Adults only 18+,15619,579,5,0,1,4.4
Video Players,6.04,500,0.0,Everyone,3642,642,8,0,1,4.3
Video Players,114.5,1000,0.0,Everyone,404,210,8,1,1,4.2
Lifestyle,101.85,50000000,0.0,Teen,6497,194,2,0,1,4.8
Photography,168.16,100000,0.0,Everyone 10+,6644,538,4,1,1,4.3
Personalization,116.77,100000,1.99,Teen,808,332,3,1,0,4.3
Maps & Navigation,65.36,50000000,4.99,Teen,4639,511,2,0,0,4.7
Health & Fitness,103.73,1000,0.0,Teen,29910,293,7,0,1,4.2
House & Home,140.24,500,4.99,Everyone 10+,3457,36,4,0,0,4.0
House & Home,19.7,100,9.99,Teen,10104,528,7,1,0,3.7
Comics,124.59,1000000,9.99,Everyone,8030,78,8,0,0,4.5
Social,183.41,5000000,0.0,Everyone 10+,23777,21,8,0,1,4.3
House & Home,60.53,1000,1.99,Mature 17+,12720,647,3,1,0,3.8
Dating,125.7,1000000,0.0,Adults only 18+,2070,245,1,1,1,4.2
House & Home,164.44,5000,0.0,Adults only 18+,1850,395,4,0,1,4.3
Beauty,102.85,5000000,0.0,Everyone,9783,696,6,0,1,4.2
Food & Drink,143.88,50000,0.0,Adults only 18+,571,684,6,1,1,4.1
Photography,62.89,100000,0.0,Adults only 18+,6001,54,1,0,1,4.5
Weather,61.91,5000000,0.0,Adults only 18+,6110,93,7,1,1,4.5
Weather,133.85,50000,0.0,Mature 17+,2623,293,5,0,1,4.5
Travel & Local,141.38,100,0.0,Adults only 18+,4297,376,7,1,1,3.4
Food & Drink,187.46,50000,4.99,Teen,4805,176,5,0,0,4.0
Art & Design,45.74,10000000,2.99,Everyone,142,190,4,1,0,3.8
House & Home,94.18,50000,0.0,Everyone,19672,192,6,0,1,4.5
Health & Fitness,50.85,10000,0.0,Everyone,37884,616,1,1,1,4.4
Tools,16.94,1000,0.0,Mature 17+,4097,68,2,1,1,4.0
Maps & Navigation,81.24,5000000,9.99,Mature 17+,1425,324,3,0,0,4.0
Communication,75.44,1000,0.0,Adults only 18+,36833,155,5,1,1,3.7
Tools,54.82,10000000,4.99,Teen,16190,454,5,0,0,4.5
Video Players,60.1,5000000,0.0,Adults only 18+,26613,226,5,1,1,4.1
Productivity,72.72,100000,0.99,Everyone,5372,233,5,1,0,4.2
Health & Fitness,197.78,500000,0.0,Teen,7941,508,6,0,1,4.3
Dating,156.81,1000,4.99,Everyone,31952,104,4,1,0,4.1
Social,15.21,1000,0.0,Teen,7384,466,6,0,1,4.2
Auto & Vehicles,174.61,100000,0.0,Everyone 10+,13380,428,4,0,1,3.8
Lifestyle,127.03,5000000,0.0,Mature 17+,14641,442,1,0,1,4.6
Health & Fitness,178.23,50000000,0.0,Mature 17+,21776,724,8,0,1,4.7
Productivity,69.0,100000,0.0,Everyone,44353,126,2,1,1,4.6
Travel & Local,93.44,10000000,0.0,Everyone,4894,635,1,0,1,3.9
Tools,179.35,1000000,0.0,Everyone 10+,3411,36,6,1,1,4.0
Music & Audio,55.24,50000,0.0,Adults only 18+,971,238,6,1,1,4.1
News & Magazines,183.18,100000,0.0,Teen,23300,242,2,1,1,4.2
Parenting,165.87,10000000,0.0,Everyone 10+,4155,133,4,1,1,4.2
Libraries & Demo,196.13,5000000,0.0,Everyone 10+,611,227,5,0,1,3.8
Lifestyle,65.53,100,0.0,Everyone,24054,403,1,0,1,4.2
Libraries & Demo,47.91,100000,4.99,Everyone,8558,396,2,0,0,4.1
Auto & Vehicles,66.84,500,0.99,Adults only 18+,21865,90,3,0,0,4.2
Books & Reference,190.98,100000,4.99,Adults only 18+,9702,255,2,1,0,4.0
News & Magazines,67.28,1000,0.0,Everyone,4518,83,8,1,1,4.3
Travel & Local,113.48,1000000,0.0,Mature 17+,1668,500,8,0,1,4.3
Comics,81.33,10000,0.0,Adults only 18+,6897,651,1,1,1,3.7
Lifestyle,79.85,100000,4.99,Everyone 10+,323,309,7,0,0,3.8
Productivity,39.48,500000,0.99,Everyone,11069,532,4,1,0,4.3
Business,107.88,50000000,0.0,Teen,6696,84,5,0,1,4.4
Business,170.03,500,0.0,Teen,1831,27,3,1,1,3.7
Music & Audio,10.85,10000000,0.0,Mature 17+,9066,570,7,0,1,4.5
Libraries & Demo,177.96,100,0.0,Everyone,19368,379,1,0,1,4.2
Education,133.43,100000,0.0,Everyone 10+,44171,330,4,1,1,4.8
Business,123.73,50000,0.0,Mature 17+,8993,393,2,1,1,3.9
Auto & Vehicles,125.55,50000,0.0,Everyone 10+,1665,217,4,1,1,3.9
Education,59.96,500,1.99,Teen,19973,381,4,1,0,4.2
Parenting,83.61,1000,1.99,Everyone 10+,14280,637,8,1,0,4.2
Parenting,160.06,5000,0.0,Teen,36942,712,5,0,1,4.0
Parenting,61.97,1000,0.0,Adults only 18+,9194,508,1,1,1,4.1
Tools,94.53,500,4.99,Teen,5301,283,6,0,0,4.0
Game,4.91,1000,1.99,Teen,39510,214,8,1,0,4.1
Maps & Navigation,146.98,50000,0.99,Mature 17+,9278,156,4,0,0,3.9
Communication,84.12,1000000,0.0,Mature 17+,192,530,2,1,1,4.0
Art & Design,105.55,5000,0.0,Everyone,7702,617,7,1,1,4.2
Game,23.82,50000,0.0,Everyone,29,159,7,0,1,4.0
Art & Design,198.35,100,0.99,Teen,16060,41,2,1,0,3.5
Photography,61.19,50000000,1.99,Adults only 18+,10015,505,8,1,0,4.2
Books & Reference,127.36,50000,0.0,Everyone,1396,519,5,0,1,4.2
Books & Reference,116.67,50000000,0.0,Teen,20120,5,4,0,1,4.5
Maps & Navigation,157.23,1000,0.0,Mature 17+,9226,21,2,0,1,4.6
Social,59.47,1000000,0.0,Everyone,1453,646,6,0,1,4.6
Weather,151.43,5000,0.0,Everyone,2092,632,2,0,1,3.8
Game,77.12,100000,0.0,Teen,20719,242,5,0,1,4.5
Sports,82.82,5000,0.0,Teen,5271,106,4,0,1,4.3
Comics,134.87,10000000,0.0,Everyone 10+,20651,343,5,0,1,4.6
Libraries & Demo,157.07,50000,2.99,Everyone 10+,864,643,7,1,0,3.8
Personalization,133.71,100000,0.0,Adults only 18+,3354,417,4,0,1,4.2
Photography,180.08,500,0.0,Everyone,17357,38,2,1,1,4.0
Food & Drink,57.75,5000000,0.99,Everyone 10+,12317,599,8,1,0,4.4
Maps & Navigation,180.22,50000,2.99,Teen,4398,336,6,0,0,3.8
Food & Drink,27.04,500000,1.99,Everyone,32991,473,1,1,0,3.9
Lifestyle,132.25,50000000,0.0,Everyone 10+,2845,113,8,1,1,4.5
House & Home,109.98,50000,0.0,Adults only 18+,22748,251,2,1,1,4.1
Maps & Navigation,99.43,500,9.99,Adults only 18+,14279,345,1,1,0,4.2
Personalization,62.87,5000,4.99,Adults only 18+,1549,71,4,1,0,4.2
Travel & Local,101.24,100,0.0,Adults only 18+,9719,264,4,1,1,3.8
Books & Reference,33.19,100000,0.0,Teen,31895,581,3,0,1,4.3
Beauty,74.49,500000,0.0,Adults only 18+,11576,384,4,1,1,4.4
Communication,20.64,5000000,9.99,Mature 17+,9030,391,7,1,0,4.4
Maps & Navigation,114.8,500,0.0,Adults only 18+,5475,598,4,1,1,3.9
Communication,20.06,5000000,0.0,Everyone 10+,18659,562,3,0,1,4.4
Comics,32.91,10000,0.0,Everyone,29310,473,1,1,1,4.4
Parenting,18.01,10000000,0.0,Everyone 10+,16796,511,4,0,1,4.1
Art & Design,76.88,500000,0.0,Everyone,15503,134,5,0,1,5.0
Books & Reference,168.55,10000000,2.99,Teen,2566,389,8,1,0,4.2
Tools,181.47,500000,0.0,Everyone,21548,61,8,1,1,4.9
News & Magazines,15.31,10000,0.0,Mature 17+,499,470,4,0,1,4.1
Shopping,127.28,500000,2.99,Adults only 18+,16994,351,4,0,0,5.0
Health & Fitness,137.19,50000,0.0,Everyone 10+,2842,58,8,1,1,4.3
Education,107.22,10000,0.0,Everyone,8016,185,8,0,1,4.6
Finance,133.73,10000000,0.0,Everyone 10+,14259,203,2,0,1,4.7
Comics,47.5,5000,2.99,Adults only 18+,17079,32,4,0,0,4.6
Music & Audio,98.44,10000,0.0,Teen,26280,657,7,1,1,3.9
Photography,78.78,50000000,0.99,Adults only 18+,3985,169,4,1,0,3.9
Social,18.85,5000,0.0,Teen,3048,22,5,1,1,3.9
Dating,125.49,100,0.0,Everyone 10+,67020,79,3,1,1,4.0
Art & Design,99.55,1000,0.0,Teen,2792,136,3,1,1,4.0
Photography,55.76,500000,0.0,Teen,13141,302,3,0,1,4.4
Communication,95.26,100000,0.0,Teen,36626,688,2,1,1,4.3
Medical,155.28,50000000,9.99,Teen,27225,387,4,0,0,4.6
Parenting,160.53,100000,0.0,Teen,7028,589,1,1,1,3.5
Travel & Local,130.26,10000000,2.99,Everyone,12179,542,1,0,0,4.5
Tools,94.08,1000,1.99,Teen,9037,284,5,0,0,4.5
Parenting,115.57,1000000,0.0,Teen,5108,329,2,1,1,4.2
Events,77.62,50000,1.99,Adults only 18+,1872,460,6,1,0,3.9
Music & Audio,26.18,500000,0.0,Adults only 18+,19519,153,2,0,1,4.6
Tools,77.74,500000,2.99,Adults only 18+,1138,725,4,1,0,4.2
Art & Design,106.54,1000,0.0,Teen,11288,691,6,0,1,3.9
Video Players,120.17,5000,0.0,Adults only 18+,10828,487,1,0,1,4.0
Travel & Local,187.22,50000,2.99,Everyone,4892,595,2,0,0,3.8
Maps & Navigation,155.69,500,0.0,Everyone 10+,1746,712,5,1,1,3.5
Lifestyle,31.25,50000000,1.99,Adults only 18+,19292,641,7,0,0,5.0
Health & Fitness,35.66,50000000,1.99,Adults only 18+,7437,191,1,0,0,4.6
Personalization,21.0,10000000,1.99,Everyone,15504,52,7,1,0,4.2
Productivity,147.9,50000000,0.0,Mature 17+,199,595,8,0,1,3.9
House & Home,141.52,100000,0.0,Mature 17+,929,341,2,0,1,4.4
Parenting,197.29,500,0.0,Everyone,2321,700,4,0,1,4.2
Beauty,104.88,10000000,0.99,Adults only 18+,1450,525,8,1,0,4.4
Medical,165.46,10000,0.0,Everyone 10+,2554,17,4,1,1,4.8
Art & Design,115.71,50000000,0.0,Adults only 18+,13919,242,7,1,1,4.4
News & Magazines,174.94,5000,1.99,Everyone,578,340,6,0,0,3.7
Tools,144.48,1000000,0.0,Everyone,463,670,4,1,1,4.6
Comics,128.93,500,0.0,Teen,386,678,4,1,1,3.5
Art & Design,113.46,100000,0.99,Everyone,14354,651,1,1,0,4.1
Art & Design,144.87,100000,0.0,Teen,9218,411,1,1,1,3.9
Social,84.51,100000,4.99,Everyone,5549,294,2,0,0,4.3
News & Magazines,20.22,100,0.0,Teen,13510,28,5,1,1,3.9
Libraries & Demo,8.96,500000,9.99,Teen,9679,410,7,0,0,5.0
Shopping,96.33,500,0.99,Adults only 18+,88,359,3,0,0,3.9
Libraries & Demo,120.26,10000,2.99,Teen,21883,673,3,1,0,3.6
Sports,16.69,500,0.0,Mature 17+,5173,416,4,1,1,3.5
Art & Design,58.09,10000,0.0,Everyone,6121,182,2,1,1,4.1
Entertainment,65.08,100000,0.0,Everyone 10+,18295,667,3,0,1,4.5
Lifestyle,113.0,50000,0.0,Everyone,2486,726,3,0,1,3.9
Personalization,56.42,50000000,9.99,Adults only 18+,121,340,3,0,0,4.5
Communication,20.03,10000,0.0,Adults only 18+,28741,353,3,1,1,4.0
Communication,33.81,5000,0.0,Teen,8450,69,7,1,1,4.5
House & Home,35.62,500000,4.99,Adults only 18+,5161,477,7,0,0,4.2
Books & Reference,168.7,10000000,0.0,Adults only 18+,20514,325,6,0,1,4.7
Health & Fitness,57.58,500000,9.99,Everyone,320,494,3,1,0,3.8
Health & Fitness,143.22,100,0.0,Mature 17+,2712,295,6,1,1,4.0
Libraries & Demo,114.0,5000000,0.0,Mature 17+,2025,209,6,0,1,4.1
Communication,195.43,500,1.99,Teen,16065,157,2,0,0,4.4
Weather,55.29,1000,0.0,Adults only 18+,4489,75,3,0,1,4.2
Medical,32.52,100,0.0,Adults only 18+,17789,287,3,1,1,4.1
Auto & Vehicles,11.36,10000000,0.0,Mature 17+,508,231,6,1,1,4.1
Entertainment,48.95,1000,0.0,Teen,11241,577,2,0,1,4.3
Lifestyle,137.13,5000000,0.0,Adults only 18+,4597,271,7,1,1,3.8
Finance,17.97,50000000,9.99,Teen,2483,83,1,0,0,4.1
Comics,49.7,500000,9.99,Everyone,20364,586,1,0,0,4.5
Parenting,171.21,5000,2.99,Adults only 18+,6377,265,1,0,0,4.1
Weather,117.01,100000,2.99,Adults only 18+,10173,269,3,0,0,4.1
Music & Audio,14.83,100000,0.0,Adults only 18+,404,301,2,0,1,4.4
Art & Design,10.49,10000000,0.99,Mature 17+,18821,90,1,0,0,4.5
Comics,13.16,10000,0.0,Mature 17+,4057,360,4,0,1,4.6
Medical,188.43,50000000,0.0,Adults only 18+,14187,300,4,1,1,4.4
Maps & Navigation,170.12,100,4.99,Adults only 18+,17149,2,2,0,0,4.0
Comics,169.14,5000000,2.99,Everyone,1495,413,8,1,0,3.8
Game,184.92,5000,0.99,Everyone,4210,176,3,0,0,4.2
Personalization,101.55,100000,4.99,Teen,15424,125,8,0,0,4.7
Personalization,50.22,10000,0.0,Teen,3170,727,6,0,1,4.3
Shopping,80.87,500,0.0,Mature 17+,22620,579,1,0,1,3.8
Food & Drink,144.05,500000,9.99,Everyone 10+,4487,178,3,0,0,3.9
Communication,175.33,500,0.0,Everyone,6177,5,6,0,1,4.6
House & Home,87.58,10000000,0.0,Teen,1261,714,7,1,1,4.2
Social,107.54,500000,2.99,Everyone,1917,117,1,0,0,3.8
Shopping,186.42,10000000,0.0,Everyone,3866,431,5,0,1,4.5
Game,22.39,500,0.0,Everyone 10+,602,390,5,1,1,4.2
House & Home,172.6,10000000,1.99,Everyone,2574,479,3,1,0,3.9
Social,32.7,10000,0.0,Everyone 10+,6310,471,4,1,1,3.9
Business,97.29,5000,2.99,Everyone 10+,5736,350,3,0,0,4.4
Auto & Vehicles,44.47,100,1.99,Everyone,2658,84,1,0,0,4.4
Game,120.99,50000000,4.99,Everyone,1006,601,3,1,0,3.8
Libraries & Demo,112.16,500000,0.0,Teen,4595,227,3,1,1,3.8
Personalization,76.62,5000000,0.0,Everyone,16414,453,8,0,1,4.8
Libraries & Demo,172.8,50000000,0.0,Everyone,8563,447,1,1,1,4.0
Health & Fitness,132.3,1000,0.0,Everyone,35205,111,4,0,1,4.7
Tools,144.52,5000,1.99,Teen,1808,323,5,1,0,4.2
Shopping,30.98,5000,0.99,Everyone 10+,2788,524,6,0,0,4.3
House & Home,176.75,10000,0.0,Teen,3947,539,1,0,1,4.1
Beauty,34.24,1000,9.99,Everyone,157,105,3,1,0,3.8
Personalization,45.33,1000000,0.0,Adults only 18+,34457,86,2,0,1,4.4
Tools,26.48,5000,0.0,Everyone,7073,503,3,1,1,4.1
Game,88.63,5000000,0.0,Teen,7885,506,6,0,1,4.0
Personalization,177.65,10000000,0.99,Teen,2062,156,3,1,0,4.4
Communication,51.24,10000000,0.0,Mature 17+,24734,711,2,1,1,4.4
Beauty,75.38,5000,0.0,Adults only 18+,14157,496,6,1,1,4.1
Weather,169.37,50000,0.0,Teen,6774,386,3,1,1,3.9
Video Players,123.95,500000,0.0,Everyone 10+,25242,649,2,1,1,3.7
Maps & Navigation,150.57,100000,0.0,Everyone,28304,463,7,0,1,4.2
Communication,43.59,5000,0.0,Everyone 10+,609,543,8,1,1,3.8
Art & Design,143.58,5000,0.0,Teen,1525,676,3,0,1,4.0
Health & Fitness,46.29,10000,0.99,Teen,336,113,4,0,0,4.1
Weather,197.48,5000000,9.99,Everyone 10+,10460,446,6,1,0,4.4
Comics,112.42,10000,0.0,Everyone 10+,2950,287,5,0,1,4.6
Entertainment,139.43,50000000,0.0,Mature 17+,22366,201,4,0,1,4.6
Communication,24.56,100,0.0,Everyone,7526,379,1,0,1,3.8
Shopping,50.88,500000,1.99,Everyone 10+,21820,513,1,1,0,3.5
Travel & Local,28.81,5000000,2.99,Everyone,9733,723,3,0,0,4.2
News & Magazines,78.64,10000,0.0,Adults only 18+,19085,265,7,0,1,4.3
Lifestyle,57.54,1000,0.0,Teen,5580,188,1,0,1,3.9
Game,146.85,1000,2.99,Everyone 10+,34891,357,7,1,0,3.9
Entertainment,22.63,5000,0.0,Adults only 18+,13201,241,1,1,1,4.8
Finance,150.66,50000000,2.99,Teen,10861,193,7,1,0,4.8
Libraries & Demo,10.1,100000,0.0,Mature 17+,5213,110,3,1,1,4.7
Weather,41.2,10000,2.99,Teen,33211,499,3,1,0,3.9
House & Home,158.6,100,1.99,Everyone 10+,4945,623,5,1,0,3.7
Social,148.81,50000000,9.99,Adults only 18+,21684,65,2,1,0,4.4
Sports,95.79,10000,0.0,Adults only 18+,6216,65,3,1,1,4.2
Lifestyle,10.95,10000,0.0,Adults only 18+,17490,317,7,1,1,4.5
Auto & Vehicles,122.37,50000,0.0,Teen,29148,95,5,1,1,4.0
Communication,81.94,100000,1.99,Everyone,7519,459,4,0,0,4.3
Food & Drink,63.99,10000,1.99,Everyone,8962,709,1,1,0,3.4
House & Home,128.44,10000000,0.0,Teen,4812,395,7,0,1,3.8
Productivity,87.89,500,0.0,Everyone 10+,675,196,7,0,1,4.1
Personalization,19.39,500,0.0,Teen,12683,550,2,0,1,4.4
Parenting,183.27,5000,0.0,Everyone,1529,39,7,0,1,4.4
Shopping,155.92,100,4.99,Teen,5245,149,8,0,0,4.1
Game,12.22,100000,0.0,Adults only 18+,5160,376,7,0,1,3.7
Events,105.49,100,2.99,Everyone 10+,1964,676,7,1,0,3.3
Entertainment,17.59,1000,1.99,Everyone 10+,13185,366,6,0,0,4.2
Productivity,167.62,5000000,0.0,Mature 17+,2303,456,4,0,1,4.2
Photography,122.99,100000,0.0,Teen,18079,276,8,1,1,4.3
Game,35.32,10000000,0.99,Adults only 18+,3441,555,3,0,0,4.5
Lifestyle,5.13,50000000,9.99,Teen,4064,510,4,0,0,4.4
Photography,7.28,50000000,0.99,Mature 17+,5054,238,6,1,0,4.7
Auto & Vehicles,101.97,50000,0.0,Mature 17+,1989,405,5,0,1,4.0
Weather,147.14,100000,0.0,Teen,6836,163,3,1,1,3.6
Photography,25.05,10000,0.0,Teen,1005,320,7,1,1,4.4
Education,45.04,500000,0.0,Teen,6685,619,8,0,1,4.9
Books & Reference,66.12,50000,2.99,Everyone,4985,617,7,0,0,4.6
Lifestyle,44.4,50000000,2.99,Mature 17+,4955,69,3,0,0,4.2
Lifestyle,78.88,5000,0.0,Everyone 10+,12970,109,2,0,1,4.2
Travel & Local,112.36,10000000,9.99,Everyone,17585,180,5,1,0,4.2
Events,137.3,100,0.99,Adults only 18+,5281,132,1,1,0,4.0
News & Magazines,192.79,500,1.99,Everyone 10+,3646,519,4,1,0,3.5
News & Magazines,186.24,50000000,0.0,Everyone 10+,8183,455,6,0,1,4.5
Maps & Navigation,114.46,50000,0.0,Everyone 10+,18598,408,2,0,1,4.5
Tools,147.1,5000,1.99,Mature 17+,12413,661,6,0,0,4.3
Photography,190.22,1000,0.0,Adults only 18+,465,185,2,0,1,3.8
Entertainment,17.61,100000,0.0,Everyone,7845,457,7,0,1,4.7
Lifestyle,2.12,100000,4.99,Adults only 18+,56480,505,8,1,0,4.3
Maps & Navigation,6.93,500,0.99,Everyone,5227,668,8,1,0,3.8
Music & Audio,113.11,500000,0.0,Mature 17+,6973,510,3,1,1,4.4
Maps & Navigation,152.8,10000000,0.0,Adults only 18+,4066,290,4,1,1,4.3
Lifestyle,74.05,100,0.0,Everyone 10+,8263,245,2,1,1,4.4
Education,109.5,10000000,0.0,Adults only 18+,2105,38,3,0,1,4.9
Health & Fitness,103.76,5000000,1.99,Mature 17+,3404,115,3,1,0,4.6
Tools,19.86,100000,0.0,Mature 17+,14927,498,5,1,1,4.2
Video Players,65.0,5000000,0.0,Mature 17+,1786,337,3,1,1,3.8
Books & Reference,4.87,50000000,0.0,Everyone,31268,459,1,0,1,4.1
Maps & Navigation,23.03,100,0.0,Adults only 18+,4417,119,7,0,1,5.0
Music & Audio,162.56,50000000,2.99,Everyone 10+,10269,644,8,1,0,4.3
Education,166.05,1000,0.0,Everyone 10+,4660,56,5,0,1,4.8
Food & Drink,160.59,1000,0.0,Teen,7802,424,5,0,1,4.2
House & Home,145.64,5000000,0.0,Mature 17+,28096,120,1,1,1,4.3
Social,158.87,500,0.0,Everyone 10+,853,50,1,0,1,3.9
House & Home,134.53,5000000,0.0,Mature 17+,23284,365,6,0,1,4.6
Sports,134.3,10000,1.99,Everyone 10+,9786,373,7,0,0,4.2
Medical,133.8,5000,0.99,Adults only 18+,13126,362,2,1,0,4.6
Shopping,103.29,50000,0.0,Teen,690,82,8,1,1,4.5
Shopping,73.31,500,0.0,Mature 17+,17196,561,7,1,1,4.2
Productivity,146.31,5000,0.99,Everyone,1641,48,6,0,0,4.4
Shopping,60.43,50000000,0.0,Everyone,40168,646,7,1,1,4.7
Shopping,109.04,100000,9.99,Everyone 10+,19271,238,2,0,0,4.4
Sports,87.24,100,9.99,Adults only 18+,8148,382,8,0,0,4.3
Maps & Navigation,56.05,10000000,2.99,Mature 17+,30951,389,6,1,0,4.5
Weather,194.96,1000,0.0,Teen,2223,335,8,1,1,4.2
Beauty,52.49,100,2.99,Adults only 18+,57446,685,1,0,0,4.0
Auto & Vehicles,62.55,500,0.0,Everyone 10+,15140,657,2,0,1,4.3
Game,33.16,1000000,0.0,Adults only 18+,1243,187,1,1,1,3.7
Medical,164.77,5000000,0.0,Teen,9230,120,8,1,1,4.7
Lifestyle,117.73,10000,0.0,Adults only 18+,14891,696,1,0,1,4.1
Game,122.99,5000,0.0,Mature 17+,11393,357,6,0,1,4.3
Finance,164.29,50000000,0.0,Everyone 10+,6619,363,3,1,1,4.1
Beauty,69.24,5000,2.99,Teen,3423,591,2,0,0,3.8
Shopping,39.53,500000,4.99,Everyone 10+,3265,163,5,0,0,4.1
Dating,40.48,50000000,0.99,Mature 17+,31399,8,5,0,0,4.7
Communication,146.79,1000,0.99,Teen,3210,611,2,0,0,3.4
Libraries & Demo,123.21,50000000,0.99,Teen,39371,317,2,1,0,4.0
Photography,42.06,50000000,0.99,Everyone 10+,2832,27,2,1,0,3.8
Art & Design,29.87,5000,0.0,Adults only 18+,5820,276,2,1,1,3.9
Productivity,25.02,500,2.99,Adults only 18+,149,472,8,0,0,4.0
Entertainment,125.93,50000,2.99,Everyone,28014,716,3,0,0,4.4
Libraries & Demo,1.02,50000000,2.99,Everyone,1322,672,1,1,0,4.3
Libraries & Demo,4.65,1000000,0.0,Teen,5305,477,8,0,1,4.1
Dating,78.52,50000000,0.0,Everyone 10+,22181,178,2,0,1,4.3
Tools,138.58,5000,0.0,Teen,18837,704,6,0,1,4.3
Sports,139.31,10000000,2.99,Everyone 10+,22104,552,8,1,0,4.2
Comics,86.59,50000,0.0,Mature 17+,29456,360,2,0,1,4.1
Libraries & Demo,138.52,5000,0.99,Everyone,29039,236,1,0,0,3.7
Music & Audio,104.7,500,0.0,Teen,17662,33,1,1,1,3.9
Libraries & Demo,195.41,50000,0.0,Mature 17+,10479,541,1,1,1,4.3
Communication,33.33,50000000,0.99,Adults only 18+,9894,545,8,1,0,4.6
Health & Fitness,120.53,100000,0.0,Everyone,156,100,6,0,1,5.0
Shopping,98.76,5000,0.0,Everyone 10+,15386,657,4,1,1,4.3
Shopping,39.7,50000000,0.99,Adults only 18+,3085,330,5,0,0,4.1
Health & Fitness,150.25,10000000,2.99,Adults only 18+,21172,65,8,1,0,4.8
Communication,55.83,100000,0.0,Mature 17+,9684,122,6,1,1,4.5
Game,76.96,10000000,2.99,Teen,52345,555,2,1,0,4.2
Shopping,75.59,500000,0.0,Teen,2833,721,3,1,1,4.0
Music & Audio,49.6,10000000,0.0,Mature 17+,15425,476,3,0,1,4.4
Beauty,86.71,1000,0.0,Adults only 18+,9517,127,7,0,1,4.5
Books & Reference,95.2,500,0.0,Everyone,32225,186,1,0,1,4.1
Shopping,149.1,10000,1.99,Adults only 18+,3711,91,3,1,0,4.3
Events,153.25,500,0.0,Mature 17+,735,555,5,0,1,3.7
Auto & Vehicles,32.55,5000000,0.0,Adults only 18+,9420,46,8,1,1,4.2
Health & Fitness,118.96,10000,0.99,Adults only 18+,8848,25,2,1,0,4.2
Travel & Local,179.34,5000000,1.99,Adults only 18+,4482,707,8,0,0,4.4
Finance,22.65,50000,0.0,Adults only 18+,51694,349,7,1,1,4.7
Shopping,95.11,500000,0.0,Everyone,867,611,3,1,1,4.1
Game,150.32,50000,0.0,Everyone 10+,10114,435,5,1,1,3.8
Food & Drink,122.69,5000,0.0,Everyone 10+,3617,330,5,1,1,4.0
Health & Fitness,21.02,1000,0.0,Teen,23,294,4,1,1,3.8
Photography,79.92,500,2.99,Everyone 10+,52924,246,4,0,0,4.5
Shopping,101.94,100,0.0,Everyone 10+,7884,166,3,0,1,4.3
News & Magazines,199.17,500,0.0,Everyone 10+,23355,257,5,1,1,4.5
Sports,36.54,500,2.99,Adults only 18+,21996,352,1,1,0,4.2
Auto & Vehicles,196.5,10000,1.99,Adults only 18+,20074,189,4,0,0,4.2
Education,75.85,1000000,0.0,Everyone,7372,698,5,1,1,4.3
Personalization,40.86,100,2.99,Adults only 18+,27152,694,4,0,0,4.0
House & Home,83.41,5000,4.99,Adults only 18+,5493,275,2,0,0,4.1
Food & Drink,123.19,5000000,0.0,Everyone 10+,6299,34,7,1,1,4.7
Personalization,43.49,100000,0.0,Everyone,3544,719,5,1,1,4.1
Lifestyle,59.0,10000000,0.0,Everyone,7132,556,5,1,1,4.1
Auto & Vehicles,171.05,5000000,2.99,Everyone 10+,51661,490,6,0,0,4.9
Music & Audio,199.8,1000,0.0,Everyone 10+,10218,499,2,0,1,4.1
Music & Audio,64.32,500000,4.99,Everyone,21341,245,6,1,0,4.0
Beauty,30.62,1000,0.0,Mature 17+,3668,254,4,1,1,4.3
Finance,158.84,500000,0.0,Everyone 10+,37461,109,8,0,1,4.4
Auto & Vehicles,120.49,500,2.99,Everyone 10+,159,323,2,0,0,3.9
Health & Fitness,20.98,10000,1.99,Everyone,31953,114,7,0,0,4.6
Libraries & Demo,189.41,5000,4.99,Mature 17+,27394,485,3,0,0,4.1
Medical,16.53,10000000,0.0,Mature 17+,837,278,1,1,1,4.1
